Date,Open,High,Low,Close,Adj Close,Volume
2003-12-04,670.000000,670.000000,660.000000,665.000000,379.412750,2682500
2003-12-05,665.000000,665.000000,655.000000,655.000000,373.707245,5652500
2003-12-08,655.000000,660.000000,655.000000,655.000000,373.707245,6912500
2003-12-09,660.000000,665.000000,650.000000,650.000000,370.854462,14847500
2003-12-10,655.000000,655.000000,650.000000,650.000000,370.854462,6752500
2003-12-11,655.000000,655.000000,650.000000,655.000000,373.707245,4812500
2003-12-12,655.000000,655.000000,650.000000,650.000000,370.854462,1580000
2003-12-15,650.000000,650.000000,650.000000,650.000000,370.854462,9632500
2003-12-16,650.000000,665.000000,650.000000,660.000000,376.560059,28475000
2003-12-17,660.000000,660.000000,655.000000,655.000000,373.707245,8635000
2003-12-18,660.000000,680.000000,660.000000,670.000000,382.265472,34120000
2003-12-19,680.000000,690.000000,680.000000,685.000000,390.823547,31952500
2003-12-22,685.000000,690.000000,680.000000,690.000000,393.676392,7957500
2003-12-23,690.000000,690.000000,685.000000,685.000000,390.823547,3205000
2003-12-24,685.000000,685.000000,685.000000,685.000000,390.823547,0
2003-12-25,685.000000,685.000000,685.000000,685.000000,390.823547,0
2003-12-26,685.000000,685.000000,685.000000,685.000000,390.823547,0
2003-12-29,690.000000,735.000000,690.000000,735.000000,419.350952,52275000
2003-12-30,740.000000,755.000000,725.000000,725.000000,413.645447,41247500
2003-12-31,725.000000,725.000000,725.000000,725.000000,413.645447,0
2004-01-01,725.000000,725.000000,725.000000,725.000000,413.645447,0
2004-01-02,700.000000,720.000000,700.000000,715.000000,407.939880,6170000
2004-01-05,725.000000,725.000000,715.000000,715.000000,407.939880,4175000
2004-01-06,720.000000,725.000000,715.000000,715.000000,407.939880,12107500
2004-01-07,715.000000,715.000000,705.000000,705.000000,402.234528,9315000
2004-01-08,710.000000,730.000000,710.000000,715.000000,407.939880,13320000
2004-01-09,725.000000,750.000000,720.000000,735.000000,419.350952,23690000
2004-01-12,730.000000,730.000000,725.000000,725.000000,413.645447,1555000
2004-01-13,720.000000,725.000000,715.000000,715.000000,407.939880,3390000
2004-01-14,720.000000,730.000000,720.000000,730.000000,416.498169,4420000
2004-01-15,740.000000,755.000000,740.000000,750.000000,427.908905,22942500
2004-01-16,750.000000,775.000000,750.000000,775.000000,442.172882,20105000
2004-01-19,775.000000,790.000000,765.000000,765.000000,436.467285,4252500
2004-01-20,765.000000,765.000000,760.000000,765.000000,436.467285,2180000
2004-01-21,760.000000,765.000000,750.000000,750.000000,427.908905,3242500
2004-01-22,750.000000,750.000000,750.000000,750.000000,427.908905,0
2004-01-23,755.000000,770.000000,755.000000,770.000000,439.320068,5007500
2004-01-26,770.000000,795.000000,770.000000,780.000000,445.025452,18470000
2004-01-27,780.000000,785.000000,760.000000,760.000000,433.614563,9430000
2004-01-28,760.000000,770.000000,745.000000,750.000000,427.908905,10557500
2004-01-29,750.000000,760.000000,750.000000,755.000000,430.761780,4630000
2004-01-30,755.000000,765.000000,755.000000,765.000000,436.467285,4690000
2004-02-02,765.000000,765.000000,765.000000,765.000000,436.467285,0
2004-02-03,765.000000,765.000000,745.000000,745.000000,425.056396,5925000
2004-02-04,740.000000,745.000000,740.000000,740.000000,422.203552,9997500
2004-02-05,745.000000,770.000000,745.000000,760.000000,433.614563,8245000
2004-02-06,770.000000,770.000000,765.000000,770.000000,439.320068,3640000
2004-02-09,770.000000,770.000000,760.000000,765.000000,436.467285,6812500
2004-02-10,770.000000,770.000000,765.000000,765.000000,436.467285,1562500
2004-02-11,770.000000,775.000000,765.000000,770.000000,439.320068,1782500
2004-02-12,770.000000,775.000000,765.000000,770.000000,439.320068,13817500
2004-02-13,770.000000,775.000000,765.000000,770.000000,439.320068,9775000
2004-02-16,765.000000,765.000000,750.000000,755.000000,430.761780,14002500
2004-02-17,755.000000,760.000000,740.000000,745.000000,425.056396,14745000
2004-02-18,745.000000,745.000000,720.000000,720.000000,416.381744,23560000
2004-02-19,730.000000,730.000000,715.000000,715.000000,413.490051,32702500
2004-02-20,720.000000,730.000000,715.000000,715.000000,413.490051,14675000
2004-02-23,715.000000,715.000000,715.000000,715.000000,413.490051,0
2004-02-24,715.000000,725.000000,715.000000,725.000000,419.273254,13015000
2004-02-25,725.000000,725.000000,720.000000,720.000000,416.381744,6007500
2004-02-26,715.000000,715.000000,710.000000,710.000000,410.598633,14975000
2004-02-27,705.000000,705.000000,670.000000,680.000000,393.249573,83285000
2004-03-01,680.000000,680.000000,670.000000,675.000000,390.358002,22715000
2004-03-02,685.000000,735.000000,685.000000,735.000000,425.056396,81825000
2004-03-03,725.000000,725.000000,715.000000,715.000000,413.490051,7415000
2004-03-04,715.000000,715.000000,705.000000,710.000000,410.598633,6522500
2004-03-05,710.000000,720.000000,710.000000,715.000000,413.490051,8917500
2004-03-08,710.000000,710.000000,705.000000,705.000000,407.707123,4450000
2004-03-09,710.000000,720.000000,710.000000,710.000000,410.598633,2900000
2004-03-10,710.000000,710.000000,700.000000,710.000000,410.598633,20375000
2004-03-11,700.000000,705.000000,690.000000,690.000000,399.032562,8505000
2004-03-12,680.000000,695.000000,680.000000,685.000000,396.140900,4950000
2004-03-15,690.000000,695.000000,675.000000,680.000000,393.249573,7052500
2004-03-16,680.000000,690.000000,665.000000,690.000000,399.032562,16485000
2004-03-17,690.000000,695.000000,690.000000,690.000000,399.032562,10100000
2004-03-18,700.000000,715.000000,700.000000,705.000000,407.707123,12787500
2004-03-19,710.000000,710.000000,705.000000,710.000000,410.598633,1400000
2004-03-22,710.000000,710.000000,710.000000,710.000000,410.598633,0
2004-03-23,700.000000,710.000000,700.000000,710.000000,410.598633,2215000
2004-03-24,710.000000,710.000000,705.000000,710.000000,410.598633,2915000
2004-03-25,695.000000,695.000000,690.000000,690.000000,399.032562,2395000
2004-03-26,700.000000,705.000000,680.000000,695.000000,401.924011,16797500
2004-03-29,695.000000,710.000000,695.000000,710.000000,410.598633,14562500
2004-03-30,710.000000,715.000000,705.000000,705.000000,407.707123,10025000
2004-03-31,705.000000,710.000000,695.000000,710.000000,410.598633,12427500
2004-04-01,710.000000,710.000000,695.000000,710.000000,410.598633,6302500
2004-04-02,710.000000,715.000000,705.000000,710.000000,410.598633,14227500
2004-04-05,710.000000,710.000000,710.000000,710.000000,410.598633,0
2004-04-06,715.000000,725.000000,710.000000,725.000000,419.273254,18165000
2004-04-07,725.000000,725.000000,715.000000,720.000000,416.381744,10997500
2004-04-08,720.000000,750.000000,720.000000,735.000000,425.056396,64967500
2004-04-09,735.000000,735.000000,735.000000,735.000000,425.056396,0
2004-04-12,730.000000,730.000000,710.000000,720.000000,416.381744,2927500
2004-04-13,725.000000,730.000000,720.000000,720.000000,416.381744,3440000
2004-04-14,720.000000,735.000000,720.000000,735.000000,425.056396,4825000
2004-04-15,730.000000,740.000000,725.000000,730.000000,422.164825,3092500
2004-04-16,730.000000,730.000000,730.000000,730.000000,422.164825,115000
2004-04-19,730.000000,740.000000,725.000000,735.000000,425.056396,1652500
2004-04-20,735.000000,755.000000,735.000000,750.000000,433.730835,25437500
2004-04-21,750.000000,765.000000,745.000000,755.000000,436.622467,21290000
2004-04-22,755.000000,755.000000,740.000000,740.000000,427.947906,6500000
2004-04-23,750.000000,750.000000,730.000000,730.000000,422.164825,7340000
2004-04-26,725.000000,735.000000,725.000000,730.000000,422.164825,4842500
2004-04-27,730.000000,750.000000,730.000000,740.000000,427.947906,14480000
2004-04-28,740.000000,755.000000,740.000000,750.000000,433.730835,18230000
2004-04-29,750.000000,750.000000,730.000000,745.000000,430.839539,19132500
2004-04-30,735.000000,740.000000,725.000000,735.000000,425.056396,18052500
2004-05-03,735.000000,735.000000,735.000000,735.000000,425.056396,0
2004-05-04,730.000000,735.000000,730.000000,735.000000,425.056396,5155000
2004-05-05,735.000000,735.000000,720.000000,720.000000,416.381744,6250000
2004-05-06,710.000000,730.000000,710.000000,725.000000,419.273254,8950000
2004-05-07,720.000000,725.000000,720.000000,720.000000,416.381744,9715000
2004-05-10,710.000000,710.000000,690.000000,700.000000,404.815582,13150000
2004-05-11,685.000000,735.000000,685.000000,730.000000,422.164825,8595000
2004-05-12,735.000000,755.000000,735.000000,745.000000,430.839539,19930000
2004-05-13,745.000000,765.000000,740.000000,750.000000,433.730835,13287500
2004-05-14,750.000000,755.000000,745.000000,745.000000,430.839539,3255000
2004-05-17,720.000000,730.000000,675.000000,675.000000,390.358002,21637500
2004-05-18,710.000000,710.000000,675.000000,705.000000,407.707123,7160000
2004-05-19,710.000000,730.000000,710.000000,710.000000,410.598633,15312500
2004-05-20,710.000000,710.000000,710.000000,710.000000,410.598633,0
2004-05-21,715.000000,730.000000,715.000000,730.000000,422.164825,4880000
2004-05-24,730.000000,735.000000,725.000000,735.000000,425.056396,3742500
2004-05-25,735.000000,735.000000,710.000000,715.000000,413.490051,5892500
2004-05-26,720.000000,725.000000,715.000000,715.000000,413.490051,1492500
2004-05-27,725.000000,725.000000,720.000000,720.000000,416.381744,5145000
2004-05-28,720.000000,725.000000,720.000000,720.000000,416.381744,557500
2004-05-31,720.000000,720.000000,720.000000,720.000000,416.381744,462500
2004-06-01,720.000000,725.000000,720.000000,725.000000,419.273254,1572500
2004-06-02,725.000000,730.000000,720.000000,730.000000,422.164825,3520000
2004-06-03,730.000000,730.000000,730.000000,730.000000,422.164825,0
2004-06-04,715.000000,730.000000,715.000000,730.000000,422.164825,3395000
2004-06-07,725.000000,740.000000,725.000000,740.000000,427.947906,3535000
2004-06-08,735.000000,740.000000,735.000000,735.000000,425.056396,4907500
2004-06-09,730.000000,735.000000,730.000000,735.000000,425.056396,5832500
2004-06-10,735.000000,740.000000,735.000000,740.000000,427.947906,18947500
2004-06-11,735.000000,740.000000,735.000000,735.000000,425.056396,9007500
2004-06-14,735.000000,740.000000,735.000000,740.000000,427.947906,2107500
2004-06-15,735.000000,770.000000,735.000000,755.000000,436.622467,46780000
2004-06-16,760.000000,760.000000,755.000000,760.000000,439.514069,4867500
2004-06-17,755.000000,755.000000,750.000000,755.000000,436.622467,12905000
2004-06-18,740.000000,740.000000,725.000000,725.000000,419.273254,675000
2004-06-21,725.000000,730.000000,725.000000,730.000000,422.164825,3122500
2004-06-22,725.000000,735.000000,725.000000,735.000000,425.056396,2217500
2004-06-23,735.000000,745.000000,725.000000,725.000000,419.273254,22230000
2004-06-24,730.000000,740.000000,720.000000,740.000000,427.947906,35992500
2004-06-25,740.000000,770.000000,740.000000,770.000000,445.297150,44372500
2004-06-28,760.000000,760.000000,755.000000,760.000000,439.514069,2457500
2004-06-29,760.000000,760.000000,760.000000,760.000000,439.514069,1972500
2004-06-30,765.000000,790.000000,765.000000,785.000000,453.971771,28802500
2004-07-01,775.000000,775.000000,760.000000,760.000000,439.514069,3135000
2004-07-02,765.000000,785.000000,765.000000,780.000000,451.080231,1670000
2004-07-05,780.000000,780.000000,780.000000,780.000000,451.080231,0
2004-07-06,790.000000,790.000000,785.000000,790.000000,456.863342,6392500
2004-07-07,790.000000,795.000000,790.000000,790.000000,456.863342,1602500
2004-07-08,790.000000,815.000000,790.000000,795.000000,459.754852,20865000
2004-07-09,795.000000,795.000000,780.000000,780.000000,451.080231,7905000
2004-07-12,780.000000,780.000000,760.000000,780.000000,451.080231,12512500
2004-07-13,780.000000,795.000000,780.000000,790.000000,456.863342,7122500
2004-07-14,785.000000,785.000000,770.000000,780.000000,451.080231,1010000
2004-07-15,780.000000,780.000000,775.000000,775.000000,448.188812,2335000
2004-07-16,765.000000,775.000000,765.000000,770.000000,454.684296,6162500
2004-07-19,765.000000,775.000000,765.000000,770.000000,454.684296,4312500
2004-07-20,770.000000,775.000000,770.000000,775.000000,457.636780,8727500
2004-07-21,775.000000,775.000000,770.000000,770.000000,454.684296,3317500
2004-07-22,765.000000,765.000000,755.000000,760.000000,448.779358,12787500
2004-07-23,760.000000,760.000000,755.000000,755.000000,445.826691,6330000
2004-07-26,750.000000,755.000000,745.000000,755.000000,445.826691,10082500
2004-07-27,755.000000,765.000000,755.000000,765.000000,451.731720,11667500
2004-07-28,765.000000,775.000000,765.000000,770.000000,454.684296,9090000
2004-07-29,765.000000,780.000000,765.000000,775.000000,457.636780,18397500
2004-07-30,775.000000,775.000000,750.000000,755.000000,445.826691,7590000
2004-08-02,755.000000,760.000000,755.000000,760.000000,448.779358,4757500
2004-08-03,760.000000,775.000000,760.000000,770.000000,454.684296,20242500
2004-08-04,770.000000,770.000000,765.000000,765.000000,451.731720,895000
2004-08-05,760.000000,760.000000,755.000000,755.000000,445.826691,11807500
2004-08-06,755.000000,760.000000,755.000000,760.000000,448.779358,3380000
2004-08-09,755.000000,755.000000,735.000000,735.000000,434.016632,25050000
2004-08-10,740.000000,745.000000,735.000000,735.000000,434.016632,17010000
2004-08-11,740.000000,745.000000,740.000000,740.000000,436.969269,10662500
2004-08-12,740.000000,740.000000,730.000000,735.000000,434.016632,6765000
2004-08-13,730.000000,735.000000,725.000000,730.000000,431.064240,7600000
2004-08-16,730.000000,735.000000,725.000000,730.000000,431.064240,4082500
2004-08-17,730.000000,730.000000,730.000000,730.000000,431.064240,0
2004-08-18,730.000000,730.000000,730.000000,730.000000,431.064240,2385000
2004-08-19,730.000000,730.000000,730.000000,730.000000,431.064240,3735000
2004-08-20,730.000000,730.000000,720.000000,725.000000,428.111755,9902500
2004-08-23,725.000000,725.000000,700.000000,710.000000,419.254303,52545000
2004-08-24,705.000000,705.000000,670.000000,680.000000,401.539337,89327500
2004-08-25,680.000000,680.000000,655.000000,660.000000,389.729309,67630000
2004-08-26,660.000000,675.000000,660.000000,665.000000,392.681763,44447500
2004-08-27,665.000000,675.000000,660.000000,675.000000,398.586823,57067500
2004-08-30,675.000000,680.000000,670.000000,675.000000,398.586823,30070000
2004-08-31,675.000000,675.000000,660.000000,670.000000,395.634308,48860000
2004-09-01,670.000000,685.000000,670.000000,680.000000,401.539337,60320000
2004-09-02,680.000000,685.000000,675.000000,685.000000,404.491638,39575000
2004-09-03,685.000000,700.000000,685.000000,700.000000,413.349243,105085000
2004-09-06,700.000000,700.000000,690.000000,690.000000,407.444244,18507500
2004-09-07,690.000000,690.000000,685.000000,690.000000,407.444244,3895000
2004-09-08,690.000000,695.000000,690.000000,695.000000,410.396820,6352500
2004-09-09,695.000000,695.000000,665.000000,680.000000,401.539337,78287500
2004-09-10,680.000000,695.000000,680.000000,690.000000,407.444244,27110000
2004-09-13,690.000000,690.000000,690.000000,690.000000,407.444244,0
2004-09-14,695.000000,700.000000,690.000000,695.000000,410.396820,54487500
2004-09-15,695.000000,700.000000,695.000000,700.000000,413.349243,41067500
2004-09-16,695.000000,700.000000,690.000000,700.000000,413.349243,15705000
2004-09-17,700.000000,700.000000,685.000000,695.000000,410.396820,24895000
2004-09-20,695.000000,695.000000,695.000000,695.000000,410.396820,0
2004-09-21,700.000000,700.000000,685.000000,690.000000,407.444244,64120000
2004-09-22,690.000000,690.000000,675.000000,680.000000,401.539337,37510000
2004-09-23,680.000000,680.000000,675.000000,680.000000,401.539337,14410000
2004-09-24,680.000000,680.000000,675.000000,680.000000,401.539337,6175000
2004-09-27,680.000000,680.000000,670.000000,670.000000,395.634308,5282500
2004-09-28,670.000000,670.000000,660.000000,660.000000,389.729309,86492500
2004-09-29,660.000000,660.000000,645.000000,650.000000,383.824219,39232500
2004-09-30,655.000000,660.000000,650.000000,650.000000,383.824219,3395000
2004-10-01,655.000000,660.000000,655.000000,660.000000,389.729309,34215000
2004-10-04,660.000000,670.000000,660.000000,665.000000,392.681763,32537500
2004-10-05,665.000000,665.000000,650.000000,650.000000,383.824219,29297500
2004-10-06,650.000000,650.000000,640.000000,650.000000,383.824219,29042500
2004-10-07,645.000000,645.000000,625.000000,630.000000,372.014282,85812500
2004-10-08,630.000000,630.000000,610.000000,625.000000,369.061829,58560000
2004-10-11,630.000000,645.000000,630.000000,630.000000,372.014282,94077500
2004-10-12,630.000000,640.000000,620.000000,625.000000,369.061829,38895000
2004-10-13,625.000000,630.000000,625.000000,630.000000,372.014282,24415000
2004-10-14,625.000000,635.000000,625.000000,625.000000,369.061829,18317500
2004-10-15,625.000000,630.000000,620.000000,625.000000,369.061829,10190000
2004-10-18,625.000000,630.000000,620.000000,630.000000,372.014282,11337500
2004-10-19,630.000000,630.000000,625.000000,625.000000,369.061829,7260000
2004-10-20,625.000000,630.000000,620.000000,625.000000,369.061829,13197500
2004-10-21,625.000000,625.000000,615.000000,625.000000,369.061829,11512500
2004-10-22,625.000000,640.000000,620.000000,640.000000,377.919373,21572500
2004-10-25,635.000000,640.000000,625.000000,635.000000,374.966766,18767500
2004-10-26,630.000000,640.000000,625.000000,640.000000,377.919373,22250000
2004-10-27,635.000000,635.000000,630.000000,635.000000,374.966766,5595000
2004-10-28,635.000000,645.000000,630.000000,645.000000,380.871826,31102500
2004-10-29,645.000000,665.000000,640.000000,655.000000,386.776794,80342500
2004-11-01,650.000000,660.000000,645.000000,660.000000,389.729309,19962500
2004-11-02,660.000000,665.000000,650.000000,650.000000,383.824219,25735000
2004-11-03,655.000000,655.000000,645.000000,655.000000,386.776794,27620000
2004-11-04,655.000000,655.000000,645.000000,650.000000,383.824219,13997500
2004-11-05,650.000000,655.000000,645.000000,650.000000,383.824219,16117500
2004-11-08,650.000000,650.000000,640.000000,640.000000,377.919373,16682500
2004-11-09,640.000000,645.000000,635.000000,640.000000,377.919373,16957500
2004-11-10,645.000000,650.000000,640.000000,650.000000,383.824219,32262500
2004-11-11,650.000000,655.000000,650.000000,655.000000,386.776794,3727500
2004-11-12,655.000000,655.000000,645.000000,650.000000,383.824219,8370000
2004-11-15,650.000000,650.000000,650.000000,650.000000,383.824219,0
2004-11-16,650.000000,650.000000,650.000000,650.000000,383.824219,0
2004-11-17,650.000000,650.000000,650.000000,650.000000,383.824219,0
2004-11-18,650.000000,650.000000,650.000000,650.000000,383.824219,0
2004-11-19,650.000000,650.000000,650.000000,650.000000,383.824219,0
2004-11-22,650.000000,655.000000,650.000000,655.000000,386.776794,6677500
2004-11-23,655.000000,670.000000,650.000000,670.000000,395.634308,28970000
2004-11-24,670.000000,670.000000,650.000000,655.000000,386.776794,37820000
2004-11-25,655.000000,655.000000,640.000000,645.000000,380.871826,59425000
2004-11-26,645.000000,650.000000,640.000000,640.000000,377.919373,16002500
2004-11-29,650.000000,650.000000,645.000000,650.000000,383.824219,11772500
2004-11-30,650.000000,665.000000,650.000000,665.000000,392.681763,67770000
2004-12-01,665.000000,665.000000,655.000000,660.000000,389.729309,21197500
2004-12-02,655.000000,655.000000,645.000000,645.000000,389.125916,48797500
2004-12-03,650.000000,650.000000,645.000000,650.000000,392.142395,13070000
2004-12-06,650.000000,660.000000,650.000000,660.000000,398.175446,19680000
2004-12-07,655.000000,655.000000,650.000000,650.000000,392.142395,8950000
2004-12-08,650.000000,655.000000,650.000000,650.000000,392.142395,14030000
2004-12-09,650.000000,655.000000,645.000000,655.000000,395.158966,28755000
2004-12-10,650.000000,650.000000,640.000000,650.000000,392.142395,26635000
2004-12-13,650.000000,650.000000,640.000000,650.000000,392.142395,8870000
2004-12-14,650.000000,650.000000,635.000000,635.000000,383.092987,7625000
2004-12-15,640.000000,665.000000,640.000000,665.000000,401.191833,63765000
2004-12-16,665.000000,665.000000,655.000000,660.000000,398.175446,5042500
2004-12-17,660.000000,665.000000,660.000000,665.000000,401.191833,6427500
2004-12-20,660.000000,670.000000,660.000000,665.000000,401.191833,48427500
2004-12-21,670.000000,670.000000,665.000000,665.000000,401.191833,8477500
2004-12-22,665.000000,665.000000,660.000000,665.000000,401.191833,4400000
2004-12-23,665.000000,665.000000,660.000000,660.000000,398.175446,7595000
2004-12-24,660.000000,660.000000,660.000000,660.000000,398.175446,0
2004-12-27,665.000000,670.000000,665.000000,665.000000,401.191833,10717500
2004-12-28,665.000000,670.000000,665.000000,670.000000,404.208374,8210000
2004-12-29,670.000000,670.000000,665.000000,670.000000,404.208374,8532500
2004-12-30,665.000000,665.000000,660.000000,660.000000,398.175446,8420000
2004-12-31,660.000000,660.000000,660.000000,660.000000,398.175446,0
2005-01-03,665.000000,670.000000,665.000000,670.000000,404.208374,7907500
2005-01-04,670.000000,675.000000,665.000000,670.000000,404.208374,11352500
2005-01-05,665.000000,670.000000,665.000000,670.000000,404.208374,10062500
2005-01-06,665.000000,665.000000,660.000000,665.000000,401.191833,10942500
2005-01-07,665.000000,665.000000,660.000000,665.000000,401.191833,1452500
2005-01-10,660.000000,670.000000,660.000000,670.000000,404.208374,14067500
2005-01-11,665.000000,665.000000,660.000000,665.000000,401.191833,10862500
2005-01-12,665.000000,670.000000,665.000000,665.000000,401.191833,7877500
2005-01-13,665.000000,665.000000,665.000000,665.000000,401.191833,4190000
2005-01-14,665.000000,685.000000,665.000000,680.000000,410.241394,129122500
2005-01-17,685.000000,690.000000,680.000000,680.000000,410.241394,20245000
2005-01-18,680.000000,680.000000,670.000000,675.000000,407.224915,3145000
2005-01-19,675.000000,675.000000,675.000000,675.000000,407.224915,7200000
2005-01-20,675.000000,685.000000,675.000000,685.000000,413.257782,36837500
2005-01-24,680.000000,700.000000,680.000000,695.000000,419.290802,38235000
2005-01-25,695.000000,700.000000,695.000000,700.000000,422.307281,22167500
2005-01-26,700.000000,705.000000,695.000000,700.000000,422.307281,32422500
2005-01-27,700.000000,705.000000,700.000000,705.000000,425.323608,3762500
2005-01-28,705.000000,705.000000,690.000000,690.000000,416.274323,27212500
2005-01-31,690.000000,700.000000,690.000000,700.000000,422.307281,5445000
2005-02-01,695.000000,700.000000,695.000000,695.000000,419.290802,4727500
2005-02-02,695.000000,715.000000,695.000000,710.000000,428.340210,49250000
2005-02-03,715.000000,715.000000,695.000000,715.000000,431.356720,8815000
2005-02-04,715.000000,725.000000,710.000000,720.000000,434.373047,26535000
2005-02-07,720.000000,720.000000,710.000000,715.000000,431.356720,4982500
2005-02-08,710.000000,710.000000,705.000000,710.000000,428.340210,3995000
2005-02-11,710.000000,710.000000,705.000000,705.000000,425.323608,3020000
2005-02-14,705.000000,710.000000,700.000000,710.000000,428.340210,6885000
2005-02-15,710.000000,720.000000,710.000000,720.000000,434.373047,12525000
2005-02-16,720.000000,720.000000,710.000000,715.000000,431.356720,3997500
2005-02-17,710.000000,715.000000,710.000000,710.000000,428.340210,6080000
2005-02-18,715.000000,715.000000,715.000000,715.000000,431.356720,5085000
2005-02-21,715.000000,715.000000,710.000000,715.000000,431.356720,7077500
2005-02-22,715.000000,715.000000,705.000000,715.000000,431.356720,2670000
2005-02-23,710.000000,715.000000,710.000000,715.000000,431.356720,5455000
2005-02-24,715.000000,715.000000,710.000000,715.000000,431.356720,7022500
2005-02-25,710.000000,710.000000,700.000000,700.000000,422.307281,13842500
2005-02-28,705.000000,715.000000,705.000000,710.000000,428.340210,9960000
2005-03-01,715.000000,730.000000,715.000000,730.000000,440.406128,24180000
2005-03-02,725.000000,730.000000,720.000000,720.000000,434.373047,8147500
2005-03-03,725.000000,735.000000,725.000000,730.000000,440.406128,4970000
